Date,Open,High,Low,Close,Adj Close,Volume,Daily_returns
2019-10-01,53.43000030517578,53.45000076293945,52.93000030517578,53.02000045776367,50.01732635498047,6793900,0.4099998474121094
2019-10-02,52.16999816894531,52.189998626708984,51.619998931884766,51.70000076293945,48.7720832824707,5786200,0.4699974060058594
2019-10-03,51.7599983215332,52.08000183105469,51.5099983215332,52.08000183105469,49.13056182861328,3537800,-0.3200035095214844
2019-10-04,52.150001525878906,52.52000045776367,52.09000015258789,52.5,49.526771545410156,2642200,-0.34999847412109375
2019-10-07,52.4900016784668,52.77000045776367,52.4900016784668,52.5,49.526771545410156,3675100,-0.009998321533203125
2019-10-08,52.119998931884766,52.15999984741211,51.849998474121094,51.900001525878906,48.960750579833984,3773000,0.21999740600585938
2019-10-09,52.279998779296875,52.41999816894531,52.18000030517578,52.349998474121094,49.3852653503418,4663400,-0.06999969482421875
2019-10-10,52.400001525878906,52.84000015258789,52.34000015258789,52.84000015258789,49.84751892089844,4293800,-0.4399986267089844
2019-10-11,53.869998931884766,54.220001220703125,53.84000015258789,53.97999954223633,50.92295837402344,5613300,-0.1100006103515625
2019-10-14,53.68000030517578,53.869998931884766,53.650001525878906,53.779998779296875,50.734283447265625,2010700,-0.09999847412109375
2019-10-15,53.95000076293945,54.63999938964844,53.91999816894531,54.470001220703125,51.38520812988281,4612700,-0.5200004577636719
2019-10-16,54.45000076293945,54.68000030517578,54.400001525878906,54.540000915527344,51.45124053955078,2324300,-0.09000015258789062
2019-10-17,54.95000076293945,55.0,54.630001068115234,54.79999923706055,51.6965217590332,2066800,0.15000152587890625
2019-10-18,54.77000045776367,54.939998626708984,54.599998474121094,54.86000061035156,51.75312042236328,1803100,-0.09000015258789062
2019-10-21,55.209999084472656,55.27000045776367,55.06999969482422,55.11000061035156,51.98896026611328,2485200,0.09999847412109375
2019-10-22,55.04999923706055,55.290000915527344,54.86000061035156,54.880001068115234,51.77198791503906,3355400,0.1699981689453125
2019-10-23,54.97999954223633,55.209999084472656,54.939998626708984,55.20000076293945,52.07386016845703,1842000,-0.220001220703125
2019-10-24,55.47999954223633,55.47999954223633,55.20000076293945,55.34000015258789,52.205936431884766,2614500,0.1399993896484375
2019-10-25,55.150001525878906,55.369998931884766,55.11000061035156,55.33000183105469,52.196502685546875,4908100,-0.18000030517578125
2019-10-28,55.4900016784668,55.63999938964844,55.41999816894531,55.61000061035156,52.46064758300781,1604900,-0.11999893188476562
2019-10-29,55.33000183105469,55.58000183105469,55.279998779296875,55.540000915527344,52.39461135864258,1895300,-0.20999908447265625
2019-10-30,55.459999084472656,55.849998474121094,55.22999954223633,55.84000015258789,52.67761993408203,3691500,-0.3800010681152344
2019-10-31,55.66999816894531,55.66999816894531,55.43000030517578,55.66999816894531,52.517250061035156,3391000,0.0
2019-11-01,55.880001068115234,56.09000015258789,55.869998931884766,56.09000015258789,52.9134635925293,3905900,-0.20999908447265625
2019-11-04,56.47999954223633,56.54999923706055,56.27000045776367,56.369998931884766,53.17760467529297,2093200,0.1100006103515625
2019-11-05,56.2400016784668,56.27000045776367,56.099998474121094,56.25,53.06440734863281,3398400,-0.009998321533203125
2019-11-06,56.29999923706055,56.36000061035156,56.13999938964844,56.220001220703125,53.036102294921875,2653300,0.07999801635742188
2019-11-07,56.470001220703125,56.4900016784668,56.279998779296875,56.34000015258789,53.1493034362793,3775500,0.13000106811523438
2019-11-08,56.130001068115234,56.279998779296875,56.0,56.279998779296875,53.09270095825195,1969900,-0.14999771118164062
2019-11-11,56.04999923706055,56.27000045776367,56.029998779296875,56.27000045776367,53.0832633972168,1093500,-0.220001220703125
2019-11-12,56.27000045776367,56.380001068115234,56.15999984741211,56.22999954223633,53.045536041259766,3190300,0.04000091552734375
2019-11-13,55.970001220703125,56.16999816894531,55.970001220703125,56.130001068115234,52.95119857788086,2061600,-0.15999984741210938
2019-11-14,55.939998626708984,56.11000061035156,55.880001068115234,56.09000015258789,52.9134635925293,11050900,-0.15000152587890625
2019-11-15,56.220001220703125,56.439998626708984,56.18000030517578,56.439998626708984,53.24363327026367,5066500,-0.21999740600585938
2019-11-18,56.369998931884766,56.58000183105469,56.29999923706055,56.529998779296875,53.32854080200195,2133400,-0.15999984741210938
2019-11-19,56.72999954223633,56.7599983215332,56.36000061035156,56.439998626708984,53.24363327026367,2551800,0.29000091552734375
2019-11-20,56.119998931884766,56.209999084472656,55.90999984741211,56.08000183105469,52.90403366088867,3376400,0.039997100830078125
2019-11-21,56.02000045776367,56.04999923706055,55.81999969482422,56.0099983215332,52.83799743652344,3204100,0.01000213623046875
2019-11-22,56.25,56.2599983215332,55.9900016784668,56.099998474121094,52.92289352416992,4281900,0.15000152587890625
2019-11-25,56.349998474121094,56.560001373291016,56.349998474121094,56.560001373291016,53.356849670410156,3225500,-0.21000289916992188
2019-11-26,56.540000915527344,56.65999984741211,56.52000045776367,56.630001068115234,53.42288589477539,1917900,-0.09000015258789062
2019-11-27,56.63999938964844,56.77000045776367,56.61000061035156,56.72999954223633,53.517215728759766,1690700,-0.09000015258789062
2019-11-29,56.4900016784668,56.58000183105469,56.380001068115234,56.38999938964844,53.19647216796875,1242500,0.10000228881835938
